ml_10,1504595771.270829,1504595817.906420,46.635592
ml_13,1504595771.235721,1504595818.423675,47.187954
ml_05,1504595771.305010,1504595818.041134,46.736125
ml_07,1504595771.341066,1504595821.345946,50.004880
ml_08,1504595771.219257,1504595821.436098,50.216841
ml_04,1504595771.382190,1504595821.978961,50.596771
ml_06,1504595771.369751,1504595822.018660,50.648909
ml_03,1504595771.444756,1504595822.382602,50.937846
ml_09,1504595771.324733,1504595821.906233,50.581500
ml_02,1504595771.272168,1504595822.795341,51.523173
ml_12,1504595771.211029,1504595822.950858,51.739829
ml_11,1504595771.222324,1504595823.141803,51.919479
ml_01,1504595772.784889,1504595823.325255,50.540366
****
ml_08,1504595976.475138,1504596016.624685,40.149547
ml_06,1504595974.828135,1504596016.710296,41.882161
ml_10,1504595974.839458,1504596017.313745,42.474287
ml_11,1504595976.435031,1504596017.058419,40.623388
ml_04,1504595976.505824,1504596017.432000,40.926177
ml_07,1504595976.402136,1504596017.143892,40.741756
ml_03,1504595976.420558,1504596017.568616,41.148057
ml_05,1504595976.475430,1504596017.426856,40.951425
ml_12,1504595976.395108,1504596017.816578,41.421471
ml_13,1504595976.480033,1504596017.684452,41.204419
ml_01,1504595977.857898,1504596017.798245,39.940347
ml_09,1504595976.364717,1504596018.595576,42.230859
ml_02,1504595976.458930,1504596018.780662,42.321732
****
ml_05,1504596111.401524,1504596151.824138,40.422614
ml_06,1504596111.351044,1504596151.900970,40.549926
ml_03,1504596111.290149,1504596152.114536,40.824387
ml_07,1504596111.384819,1504596151.617928,40.233109
ml_13,1504596111.421455,1504596152.046256,40.624801
ml_12,1504596109.807429,1504596152.599451,42.792022
ml_09,1504596111.312440,1504596152.598971,41.286531
ml_08,1504596111.260888,1504596153.073983,41.813095
ml_10,1504596111.275705,1504596153.115338,41.839633
ml_01,1504596112.697524,1504596152.729275,40.031752
ml_04,1504596111.390623,1504596153.230291,41.839667
ml_11,1504596111.322705,1504596153.283356,41.960651
ml_02,1504596111.370753,1504596153.055115,41.684363
****
ml_10,1504596209.573094,1504596252.004654,42.431560
ml_03,1504596211.216343,1504596252.229207,41.012864
ml_07,1504596210.910626,1504596252.650697,41.740071
ml_02,1504596211.093359,1504596252.668196,41.574836
ml_11,1504596211.081496,1504596252.593066,41.511570
ml_05,1504596211.205182,1504596255.863577,44.658396
ml_04,1504596211.328463,1504596255.911273,44.582809
ml_13,1504596211.188944,1504596256.018059,44.829115
ml_06,1504596211.147321,1504596256.612913,45.465591
ml_12,1504596211.193679,1504596256.551272,45.357593
ml_01,1504596212.514092,1504596257.138370,44.624277
ml_09,1504596211.259200,1504596256.799993,45.540793
ml_08,1504596211.047942,1504596257.009495,45.961552
****
ml_03,1504596297.255078,1504596339.038366,41.783289
ml_10,1504596297.170578,1504596339.523043,42.352465
ml_04,1504596297.302718,1504596339.584816,42.282098
ml_08,1504596295.608276,1504596339.877303,44.269027
ml_11,1504596297.265394,1504596339.798152,42.532758
ml_07,1504596297.132001,1504596339.915942,42.783942
ml_01,1504596298.530059,1504596343.616218,45.086159
ml_12,1504596297.149807,1504596344.320344,47.170537
ml_13,1504596297.333457,1504596343.878247,46.544791
ml_06,1504596297.257462,1504596344.482610,47.225147
ml_02,1504596297.321923,1504596344.591655,47.269732
ml_09,1504596297.260714,1504596344.264260,47.003546
ml_05,1504596297.235902,1504596344.796772,47.560870
****
ml_09,1504596383.686797,1504596427.275738,43.588940
ml_08,1504596383.641140,1504596427.341818,43.700678
ml_10,1504596383.647476,1504596427.500436,43.852960
ml_04,1504596383.802120,1504596427.988633,44.186512
ml_13,1504596383.890483,1504596428.142772,44.252289
ml_07,1504596383.909678,1504596428.111460,44.201782
ml_03,1504596383.649931,1504596431.294731,47.644800
ml_12,1504596383.724216,1504596431.540426,47.816210
ml_06,1504596382.187322,1504596431.911008,49.723687
ml_11,1504596383.760923,1504596432.172276,48.411353
ml_02,1504596383.783976,1504596432.607223,48.823248
ml_01,1504596385.139397,1504596432.717596,47.578200
ml_05,1504596383.901874,1504596432.929295,49.027421
****
ml_06,1504741824.799177,1504741859.212889,34.413712
ml_12,1504741824.648833,1504741859.049961,34.401128
ml_03,1504741823.220328,1504741859.503508,36.283180
ml_08,1504741824.717188,1504741859.551693,34.834505
ml_04,1504741823.225386,1504741859.257288,36.031902
ml_09,1504741824.724916,1504741859.462730,34.737814
ml_11,1504741824.654321,1504741859.702505,35.048184
ml_01,1504741826.191832,1504741859.713492,33.521660
ml_02,1504741824.591471,1504741859.565269,34.973798
ml_10,1504741824.474842,1504741866.505942,42.031100
ml_07,1504741824.511534,1504741866.874957,42.363423
